"","Pattern Type","Pattern #","AutoFocus","Caption","GridSpacing","RasterSpacing","CurvePoints","ImageNo","Pattern Color","Pattern Options","CoaxPercent","PolPercent","RingPercent","TransPercent","ZoomPercent","","Pre-Ablation Pass","DepthPerPass","Dwell Time","Interstitial Pause","Energy","PassEnabled","Pass Count","Scan Speed","Rate","Spot Size","Fire Mode","Move Z","Same Direction","Burst Count","Beam Mode","XYRShutter Enabled","XYRShutter AutoRotate","XYRShutter Swap","XYRShutter Angle","XYRShutter Height","XYRShutter Width","","Ablation Pass","DepthPerPass","Dwell Time","Interstitial Pause","Energy","PassEnabled","Pass Count","Scan Speed","Rate","Spot Size","Fire Mode","Move Z","Same Direction","Burst Count","Beam Mode","XYRShutter Enabled","XYRShutter AutoRotate","XYRShutter Swap","XYRShutter Angle","XYRShutter Height","XYRShutter Width","X","Y","Z"
"63","6","79","0","4770","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","52.4758593073768","17.7917207995557","2.5"
"64","6","21","0","4709","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","51.8283564711212","16.7248239048838","2.5"
"65","6","57","0","4748","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","51.6439940112225","16.0436729345055","2.5"
"66","6","8","0","4701","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","50.8532198454433","14.4672917518327","2.5"
"67","6","88","0","4779","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","50.0595426824945","14.7574608387314","2.5"
"68","6","94","0","4785","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","49.5938694441086","15.0106951173841","2.5"
"69","6","1","0","4693","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","49.1217944816389","15.3597993332104","2.5"
"70","6","58","0","4749","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","48.2412296672452","14.6001902693729","2.5"
"71","6","122","0","4813","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","48.3795273360571","15.8818009289618","2.5"
"72","6","43","0","4734","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","48.2517004062478","16.642004723636","2.5"
"73","6","11","0","4714","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","47.2091085196005","17.4602448903945","2.5"
"74","6","102","0","4793","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","47.2185774882342","17.4789313193823","2.5"
"75","6","64","0","4755","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","45.9973648388975","18.6429903043152","2.5"
"76","6","63","0","4754","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","45.2360692008685","18.5041961462308","2.5"
"77","6","92","0","4783","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","45.2407207403981","18.4946153784075","2.5"
"78","6","29","0","4704","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","45.4730615525895","17.2670865291136","2.5"
"79","6","77","0","4768","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","45.1410810254724","17.4041204083737","2.5"
"80","6","24","0","4719","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","45.1156191265842","17.3786230481857","2.5"
"81","6","27","0","4692","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","43.9364674235124","17.3752480803057","2.5"
"82","6","16","0","4712","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","44.0308344575702","18.0095443855658","2.5"
"83","6","59","0","4750","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","42.4535837364341","17.9961574444789","2.5"
"84","6","87","0","4778","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","42.7278571945478","16.4754882484108","2.5"
"85","6","123","0","4814","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","41.2597750315448","14.410361236154","2.5"
"86","6","73","0","4764","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","44.1134789027719","14.2431738506094","2.5"
"87","6","20","0","4703","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","46.1060807514969","13.3139073493762","2.5"
"88","6","71","0","4762","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","44.2187560278451","12.1880238149402","2.5"
"89","6","15","0","4708","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","43.4433471502545","10.7540075022204","2.5"
"90","6","112","0","4803","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","42.6709288949014","11.4928031709796","2.5"
"91","6","109","0","4800","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","42.4148831813018","12.1620634713474","2.5"
"92","6","100","0","4791","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","41.346677740356","11.1754596935243","2.5"
"93","6","89","0","4780","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","40.2941360979389","11.9323103274136","2.5"
"94","6","91","0","4782","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","39.4113823171707","10.3451587502566","2.5"
"95","6","3","0","4705","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","41.6044915591533","9.40310050300695","2.5"
"96","6","83","0","4774","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","42.5068954610413","8.57655585914187","2.5"
"97","6","105","0","4796","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","43.50917751351","9.22514179817099","2.5"
"98","6","80","0","4771","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","43.7531120980745","9.13400527837966","2.5"
"99","6","65","0","4756","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","43.6636355911344","8.31782517080879","2.5"
"100","6","97","0","4788","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","44.3930157950445","8.59343616886694","2.5"
"101","6","116","0","4807","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","45.7713891206009","9.71777244385759","2.5"
"102","6","34","0","4725","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","46.4181716801199","7.06699055163521","2.5"
"103","6","39","0","4730","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","50.1500406166962","9.52525002551731","2.5"
"104","6","118","0","4809","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","49.4718297566452","8.18290344308021","2.5"
"105","6","7","0","4695","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","50.0452078229116","4.9594821591077","2.5"
"106","6","113","0","4804","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","49.3993643384121","5.69833921457048","2.5"
"107","6","114","0","4805","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","49.2120615525447","6.24908060664853","2.5"
"108","6","52","0","4743","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","49.2095955898096","6.2597387479527","2.5"
"109","6","70","0","4761","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","49.2072114995307","6.27077807226207","2.5"
"110","6","85","0","4776","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","48.7550634911713","6.32975389865629","2.5"
"111","6","108","0","4799","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","45.784350396818","5.96434499623091","2.5"
"112","6","86","0","4777","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","44.3856751365486","4.24190462092096","2.5"
"113","6","17","0","4715","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","44.4866319676516","4.99962327736478","2.5"
"114","6","107","0","4798","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","44.2101482195639","6.904353634516","2.5"
"115","6","25","0","4720","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","42.7962738277271","6.66939879591703","2.5"
"116","6","28","0","4698","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","42.7850567078995","6.65818275347655","2.5"
"117","6","50","0","4741","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","41.97089367751","6.76886722971623","2.5"
"118","6","121","0","4812","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","41.9462091430977","6.77189608068034","2.5"
"119","6","67","0","4758","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","41.2869992937016","7.01171113379695","2.5"
"120","6","66","0","4757","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","40.6462650311912","6.4998343626555","2.5"
"121","6","82","0","4773","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","41.6696976268461","5.36861560212118","2.5"
"122","6","45","0","4736","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","40.5435490009072","3.80875301754629","2.5"
"123","6","36","0","4727","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","40.5183761353544","3.79626939446477","2.5"
"124","6","51","0","4742","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","39.0992567566368","4.46833322646578","2.5"
"125","6","48","0","4739","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","40.05368253758","5.22715460117582","2.5"
"126","6","78","0","4769","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","39.7163181587668","5.50912227753966","2.5"
"127","6","47","0","4738","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","39.7970815966836","5.94538983051901","2.5"
